"pris","vej","vejnr","postnr","by","kvmpris","størrelse","mdudg","grund","værelser","liggetid","opført"
"1.095.000 kr.","nyvej","6","4733","tappernoeje","8.456","122","2.241","1.082","4","18 dag","1966"
"2.795.000 kr.","sakshoej","42","4800","nykoebing","16.189","163","2.634","830","5","18 dag","1973"
"1.675.000 kr.","frejasvej","52","8920","randers","9.958","138","2.291","739","5","18 dag","1943"
"1.445.000 kr.",NA,NA,NA,NA,"9.797","141","1.972","976","4","18 dag","1960"
"595.000 kr.","lundeskolevej","4","4850","stubbekoebing","1.485","196","2.485","4.248","8","18 dag","1827"
"2.645.000 kr.","anemonevej","84","8700","horsens","12.072","221","2.774","944","8","18 dag","1975"
"2.595.000 kr.","tingvallavej","14","5210","odense","24.140","112","2.036","680","4","18 dag","1962"
"1.845.000 kr.","moellegaarden","25","6933","kibaek","8.356","216","2.173","978","8","18 dag","1979"
"1.795.000 kr.","praestelunden","17","7330","brande","12.960","133","1.624","800","5","18 dag","1960"
"2.395.000 kr.","leonora-christinas-vej","44","7430","ikast","17.361","138","2.094","822","4","18 dag","1986"
"1.345.000 kr.","soevaenget","12","5642","millinge","8.486","148","1.954","717","4","18 dag","1967"
"2.250.000 kr.","oerslev-stationsvej","54","4100","ringsted","16.187","134","2.433","967","4","18 dag","1969"
"2.795.000 kr.","birke-alle","13","9200","aalborg","17.200","156","3.084","685","4","18 dag","1958"
"3.295.000 kr.",NA,NA,NA,NA,"16.208","201","3.427","820","5","18 dag","2009"
"1.095.000 kr.","snejbjerg-hovedgade","33","7400","herning","8.508","115","1.594","869","3","18 dag","1959"
"3.395.000 kr.","kaerboellinghusevej","31","7182","bredsten","24.267","120","1.974","6.064","4","18 dag","1962"
"1.998.000 kr.","helsingevej","82","3230","graested","15.794","131","2.062","492","4","18 dag","1934"
"1.890.000 kr.","raundrupvej","3","9850","hirtshals","9.747","202","1.814","17.765","4","18 dag","1827"
"1.245.000 kr.","nygade","11","6621","gesten","7.615","156","1.507","735","5","18 dag","1972"
"595.000 kr.","loenstrupvej","14","9480","loekken","4.549","124","1.357","763","3","18 dag","1978"
"1.895.000 kr.","marie-grubbes-vej","2","7100","vejle","16.197","110","2.801","1.172","4","18 dag","1974"
"595.000 kr.","doelbyvej","129","7800","skive","4.399","129","1.616","936","5","18 dag","1957"
"1.795.000 kr.","haslundparken","86","9310","vodskov","11.995","137","2.559","926","4","18 dag","1986"
"5.495.000 kr.",NA,NA,NA,NA,"67.923","74","3.689","594","4","18 dag","1891"
"5.795.000 kr.","stakkeledet","29","2970","hoersholm","45.380","127","5.720","1.000","4","18 dag","1996"
"4.395.000 kr.","naeldevej","42","9000","aalborg","35.732","123","2.468","25.493","4","18 dag","1992"
"6.495.000 kr.","fuglehavevej","36","2750","ballerup","30.558","166","5.537","840","4","18 dag","1971"
"5.095.000 kr.","haarbyvej","19","2740","skovlunde","31.528","123","5.190","860","5","18 dag","1960"
"675.000 kr.","norupvej","22","8830","tjele","4.827","124","1.600","1.719","3","18 dag","1972"
"3.995.000 kr.","harloesevej","260","3400","hilleroed","23.186","164","2.221","1.078","5","18 dag","1900"
"4.495.000 kr.","hedebakken","14","6710","esbjerg","21.405","190","3.154","861","5","18 dag","2017"
"1.145.000 kr.","nyker-hovedgade","4","3700","roenne","8.859","125","1.864","1.000","5","18 dag","1909"
"1.495.000 kr.","gaerdetoften","17","8920","randers","12.008","118","2.288","796","4","18 dag","1973"
"2.195.000 kr.","sikavej","57","4050","skibby","17.560","124","2.554","800","4","18 dag","1978"
"4.495.000 kr.","gribskovvej","27","3400","hilleroed","24.167","184","3.677","720","5","18 dag","1961"
"4.295.000 kr.","slots-alle","1","7100","vejle","17.881","200","3.548","778","8","18 dag","1949"
"1.995.000 kr.","stensbyvej","20","4773","stensved","10.519","180","2.333","2.789","5","18 dag","1947"
"1.445.000 kr.","greenvej","16","7400","herning","8.920","155","1.483","914","5","18 dag","1969"
"750.000 kr.","kloevermarken","12","9690","fjerritslev","5.310","135","1.388","806","4","18 dag","1968"
"645.000 kr.","vinkelvej","36","8860","ulstrup","4.810","97","1.814","1.090","4","18 dag","1967"
"2.495.000 kr.","boegevej","28","5683","haarby","8.890","244","2.365","1.228","7","18 dag","1974"
"7.495.000 kr.","vandkarsevej","39","2880","bagsvaerd","37.196","187","6.817","1.906","6","18 dag","1850"
"2.098.000 kr.","gl-sognevej","5","6740","bramming","12.155","168","1.794","774","5","18 dag","1938"
"1.950.000 kr.","askelundsvej","11","3250","gilleleje","17.841","92","2.953","1.200","3","18 dag","1967"
"6.195.000 kr.","klosterbakken","12","3500","vaerloese","34.132","179","5.035","1.067","7","18 dag","1968"
"3.695.000 kr.","scharlingsvej","4","5500","middelfart","19.828","150","2.798","1.292","6","18 dag","1920"
"2.695.000 kr.","jordbaervaenget","2","4660","store","16.750","156","2.378","744","5","18 dag","2007"
"4.695.000 kr.","holmevej","297","8270","hoejbjerg","30.290","126","3.301","827","6","18 dag","1953"
"3.898.000 kr.",NA,NA,NA,NA,"27.943","138","4.084","414","4","18 dag","2020"
"12.495.000 kr.","c-l-ibsens-vej","38","2820","gentofte","55.731","192","5.560","602","7","18 dag","1925"
"2.895.000 kr.","skovlandet","4","3230","graested","15.502","180","2.874","2.098","7","18 dag","1969"
"1.598.000 kr.","hovedgaden","58","8641","sorring","7.307","222","3.499","3.772","9","18 dag","1880"
"3.600.000 kr.","kirsebaervaenget","10","3600","frederikssund","17.184","185","4.202","886","5","18 dag","1972"
"3.195.000 kr.","aakjaersgade","11","4200","slagelse","14.596","186","2.772","776","8","18 dag","1939"
"3.995.000 kr.","bygmarken","24","8520","lystrup","17.336","206","3.760","832","5","18 dag","1969"
"3.245.000 kr.","vroendingvej","89","8700","horsens","17.224","166","3.063","1.339","5","18 dag","2021"
"3.150.000 kr.","mette-maries-vej","2","5450","otterup","20.064","157","1.904","1.098","5","18 dag","2022"
"5.798.000 kr.","virup-skovvej","17","8530","hjortshoej","28.925","192","3.560","811","5","18 dag","2009"
"1.999.000 kr.","raadyrvej","16","7160","toerring","13.177","144","2.058","1.030","5","18 dag","1980"
"1.245.000 kr.","barrit-langgade","145","7150","barrit","7.060","139","1.652","1.123","5","18 dag","1941"
"2.095.000 kr.","asser-rigs-vej","80","8960","randers","12.640","150","2.551","871","5","18 dag","1971"
"8.750.000 kr.","sandbjergvej","66","2950","vedbaek","44.147","175","7.383","1.000","7","18 dag","1971"
"1.695.000 kr.","revninge-bygade","22","5300","kerteminde","13.753","104","2.099","1.245","4","18 dag","1962"
"4.395.000 kr.",NA,NA,NA,NA,"19.092","238","4.116","866","7","18 dag","1966"
"2.495.000 kr.","vilstrup-vestertoft","7","6100","haderslev","12.171","189","2.174","1.145","6","18 dag","2007"
"3.595.000 kr.","sonatevej","4","3650","oelstykke","18.102","190","3.677","815","6","19 dag","1965"
"2.795.000 kr.","soegaardsvej","7","4690","haslev","22.008","124","2.990","417","4","19 dag","2020"
"5.795.000 kr.","ageren","19","4000","roskilde","35.916","156","3.686","449","5","19 dag","2014"
"1.295.000 kr.","nygade","32","5592","ejby","9.056","117","1.722","710","4","19 dag","1964"
"3.495.000 kr.","sapvej","4","6600","vejen","16.128","208","1.956","2.586","7","19 dag","1927"
"1.785.000 kr.","vadgaardshaven","6","6830","noerre","10.612","169","1.992","1.045","6","19 dag","1998"
"5.395.000 kr.","saltum-alle","11","2770","kastrup","33.740","149","4.330","689","5","19 dag","1980"
"1.395.000 kr.","vaenget","7","8940","randers","9.614","129","2.327","1.037","4","19 dag","1961"
"695.000 kr.","marstrup-bygade","127","6100","haderslev","3.757","185","2.289","563","6","19 dag","1909"
"8.495.000 kr.","ravnsgaardsvej","149","7000","fredericia","32.901","250","6.287","1.177","7","19 dag","1985"
"875.000 kr.","gaarestrupvej","29","9800","hjoerring","3.083","233","1.754","3.753","6","19 dag","1898"
"2.895.000 kr.",NA,NA,NA,NA,"31.314","92","2.680","375","4","19 dag","1897"
"1.065.000 kr.","tranevej","20","8721","daugaard","10.395","99","1.723","450","4","19 dag","1984"
"2.175.000 kr.","spurvevej","4","6720","fanoe","14.897","139","2.395","1.081","5","19 dag","1973"
"1.145.000 kr.","runebakken","14","6500","vojens","8.674","132","1.858","1.015","4","19 dag","1979"
"3.795.000 kr.","trabjergvej","1","7500","holstebro","12.946","239","2.736","29.956","7","19 dag","1978"
"2.945.000 kr.",NA,NA,NA,NA,"15.180","196","2.610","870","7","19 dag","1995"
"7.995.000 kr.","bukkeballevej","28","2960","rungsted","77.097","73","7.761","1.182","3","19 dag","1937"
"4.495.000 kr.",NA,NA,NA,NA,"17.001","240","3.070","2.173","6","19 dag","2001"
"3.745.000 kr.","skovduevej","4","3400","hilleroed","30.571","112","3.319","776","4","19 dag","1965"
"4.498.000 kr.","tobrukvej","22","2770","kastrup","29.997","139","3.928","759","5","19 dag","1960"
"995.000 kr.","ouevej","27","9500","hobro","6.537","140","2.331","6.800","7","19 dag","1931"
"4.395.000 kr.","birkevej","29","2791","dragoer","27.659","161","4.693","873","5","19 dag","1976"
"695.000 kr.","svinkloevvej","108","9690","fjerritslev","5.095","90","1.192","961","5","19 dag","1939"
"795.000 kr.","kaedebyvej","40","5932","humble","4.489","156","1.451","1.685","8","19 dag","1923"
"1.295.000 kr.","grundtvigsvej","7","7500","holstebro","8.328","128","2.437","648","4","19 dag","1974"
"5.995.000 kr.","skydebanevej","2","4700","naestved","19.897","558","7.584","5.697","8","19 dag","1825"
"2.298.000 kr.","frihedsvej","5","6700","esbjerg","17.814","130","2.181","378","5","19 dag","1903"
"4.995.000 kr.","hoejrisvej","14","2610","roedovre","34.119","140","4.474","718","4","19 dag","1958"
"1.895.000 kr.","skellerupvej","1","8600","silkeborg","14.679","121","1.821","851","3","19 dag","1937"
"3.345.000 kr.","kongehoej","4","6600","vejen","15.418","181","2.537","1.185","6","19 dag","2008"
"4.995.000 kr.","kongstedgaards-alle","35","6600","vejen","24.485","204","6.552","911","6","19 dag","2021"
"1.448.000 kr.","baggesens-alle","109","6700","esbjerg","14.017","96","2.387","716","4","19 dag","1928"
"2.195.000 kr.","engvej","4","7500","holstebro","11.719","157","2.528","535","5","19 dag","1950"
"1.295.000 kr.","stationsvej","6","8722","hedensted","7.925","155","1.528","323","4","19 dag","1961"
"845.000 kr.","elmevej","52","9900","frederikshavn","7.860","82","1.981","513","3","19 dag","1921"
"1.685.000 kr.","holbaekvej","107","4450","jyderup","8.652","198","1.925","805","5","19 dag","1986"
"3.195.000 kr.","vejenvej","58","6600","vejen","13.795","232","2.393","5.203","6","19 dag","1968"
"3.095.000 kr.","klinten","14","6933","kibaek","14.937","176","2.508","1.686","5","19 dag","2002"
"5.198.000 kr.","sudanvej","11","2770","kastrup","36.401","146","3.675","626","4","19 dag","1974"
"2.995.000 kr.","bygaden","19","8520","lystrup","19.723","130","2.844","558","4","19 dag","1928"
"1.495.000 kr.",NA,NA,NA,NA,"29.900","50","1.940","707","1","19 dag","2004"
"6.250.000 kr.","hjortekaerskraenten","4","2800","kongens","48.733","122","5.822","608","4","19 dag","1963"
"350.000 kr.","oesterenden","17","8762","flemming","3.244","108","1.068","280","2","19 dag","1830"
"11.900.000 kr.","helgesvej","19","8230","aabyhoej","47.830","202","5.642","1.145","5","19 dag","1926"
"3.795.000 kr.","sofielundsvej","74","2600","glostrup","27.243","115","3.882","679","3","19 dag","1947"
"1.695.000 kr.","soeren-andreasensvej","25","4540","faarevejle","9.855","165","2.284","1.017","5","19 dag","1968"
"3.795.000 kr.","gyvellunden","14","9600","aars","18.193","185","2.492","962","5","19 dag","2012"
"1.095.000 kr.","sandvej","7","6430","nordborg","8.163","126","1.039","493","3","19 dag","1800"
"1.675.000 kr.","praestelunden","5","8722","hedensted","11.817","135","2.124","700","4","19 dag","1968"
"1.995.000 kr.","egernvej","1","9560","hadsund","9.896","198","2.714","972","5","19 dag","1976"
"2.795.000 kr.","langager","4","4673","roedvig","12.297","214","2.618","828","6","19 dag","1966"
"1.145.000 kr.","oestparken","31","7830","vinderup","7.891","140","1.691","951","6","19 dag","1998"
"7.995.000 kr.","skovkanten","14","8660","skanderborg","26.978","253","4.863","1.168","5","19 dag","2005"
"6.498.000 kr.","tranebaerkaeret","7","8220","brabrand","23.824","280","4.334","1.272","10","19 dag","1972"
"3.498.000 kr.","haslevangsvej","63","8210","aarhus","26.480","127","3.503","770","6","19 dag","1957"
"4.995.000 kr.","skyttevangen","6","4600","koege","17.887","277","4.257","1.107","9","19 dag","1974"
"1.695.000 kr.","baldersvej","28","7480","vildbjerg","8.399","207","1.784","817","6","19 dag","1977"
"1.795.000 kr.","degnelodden","2","9370","hals","10.892","172","1.974","606","6","19 dag","1976"
"749.000 kr.","luneborgvej","44","9382","tylstrup","6.794","75","1.390","576","3","19 dag","1936"
"695.000 kr.","vintervaenget","10","9700","broenderslev","8.759","54","1.393","743","3","19 dag","1952"
"875.000 kr.","moellevej","21","4990","sakskoebing","6.403","133","1.652","625","4","19 dag","1930"
"3.695.000 kr.","langeroedvej","41","3480","fredensborg","43.547","75","2.986","792","4","19 dag","1850"
"2.495.000 kr.","hoejvangen","16","6950","ringkoebing","14.168","171","2.703","747","5","19 dag","1998"
"3.995.000 kr.","menstrupvej","17","4700","naestved","10.672","351","3.769","13.761","8","19 dag","1800"
"6.995.000 kr.","engholm-soepark","25","7400","herning","27.097","250","3.559","1.044","6","19 dag","2012"
"2.495.000 kr.","vesterhavsvej","36","7770","vestervig","12.230","191","1.186","615","6","19 dag","1890"
"2.295.000 kr.",NA,NA,NA,NA,"16.300","136","2.772","841","4","19 dag","1979"
"1.495.000 kr.","hoejagervej","3","7100","vejle","11.865","118","1.581","868","5","19 dag","1969"
"3.098.000 kr.","hagbardsvej","4","3650","oelstykke","22.449","133","3.669","624","4","19 dag","1977"
"1.150.000 kr.","kloevervej","3","7490","aulum","7.942","130","1.431","720","4","19 dag","1970"
"3.798.000 kr.","tilburg-alle","40","2791","dragoer","32.132","117","3.308","644","4","19 dag","1976"
"15.995.000 kr.","overbys-alle","14","2500","valby","70.963","188","8.836","630","6","19 dag","1913"
"4.395.000 kr.","poppelvej","115","2791","dragoer","34.757","117","4.371","727","4","19 dag","1974"
"6.295.000 kr.","fyrrebakken","2","8600","silkeborg","27.011","204","3.780","937","7","19 dag","1972"
"1.145.000 kr.",NA,NA,NA,NA,"7.270","144","1.677","742","4","19 dag","1887"
"2.598.000 kr.","kiltorn","28","8670","laasby","13.602","169","2.373","598","5","19 dag","1986"
"1.495.000 kr.","ribevej","104","6500","vojens","8.684","163","1.384","2.501","5","19 dag","1970"
"5.750.000 kr.","lidemarksvej","87","4632","bjaeverskov","18.365","300","3.659","6.531","5","19 dag","1912"
"3.495.000 kr.","hostrupsvej","34","8870","langaa","16.904","187","3.585","1.039","6","19 dag","2002"
"1.848.000 kr.","stilbjergvej","64","6800","varde","9.144","177","2.282","2.309","6","19 dag","1942"
"4.350.000 kr.","svalegaardsvej","21","9000","aalborg","24.040","147","4.018","706","6","19 dag","1929"
"795.000 kr.","groennegade","14","7323","give","5.672","139","1.519","599","4","19 dag","1929"
"695.000 kr.","aarestrupvej","105","9520","skoerping","5.036","128","1.333","1.151","4","19 dag","1903"
"4.495.000 kr.","vesborgvej","15","8240","risskov","36.338","110","3.659","759","4","19 dag","1965"
"1.645.000 kr.","oestertoften","177","7400","herning","8.892","171","2.339","795","4","19 dag","1978"
"1.295.000 kr.","irisvej","13","7000","fredericia","12.333","99","1.891","422","4","19 dag","1962"
"3.745.000 kr.","praestemarksvej","11","8300","odder","14.692","212","2.317","5.186","6","19 dag","1922"
"995.000 kr.","astersvaenget","5","7730","hanstholm","6.778","144","1.523","399","4","19 dag","1977"
"6.500.000 kr.","engbakken","39","2830","virum","43.727","106","6.686","868","5","19 dag","1962"
"1.695.000 kr.","taastrupvej","11","8370","hadsten","12.783","114","2.203","943","5","19 dag","1930"
"895.000 kr.","hoellevang","49","6520","toftlund","6.430","127","1.624","1.128","4","19 dag","1976"
"895.000 kr.","houvej","297","9362","gandrup","4.859","192","2.262","11.935","5","19 dag","1887"
"3.795.000 kr.","plutovej","12","4040","jyllinge","19.114","191","4.472","926","5","19 dag","1973"
"2.195.000 kr.","vandvaerksvej","9","3390","hundested","17.283","119","2.907","1.695","4","19 dag","1890"
"7.800.000 kr.","skaade-soepark","25","8270","hoejbjerg","36.178","208","6.303","841","6","19 dag","2003"
"3.775.000 kr.","steenbachsvej","10","5000","odense","27.808","110","2.506","236","3","19 dag","1916"
"9.995.000 kr.","sophus-falcks-alle","6","2791","dragoer","50.736","195","5.309","750","5","19 dag","1987"
"795.000 kr.","karlsfeltvej","15","4850","stubbekoebing","5.606","120","1.389","418","4","19 dag","1912"
"585.000 kr.","ring-byvej","4","8740","braedstrup","5.294","100","1.654","1.458","3","19 dag","1912"
"1.195.000 kr.","iver-dahlsvej","13","6640","lunderskov","7.284","132","1.811","841","3","19 dag","1959"
"2.995.000 kr.","acacievej","63","4600","koege","20.395","143","2.934","743","4","19 dag","1973"
"795.000 kr.","hodsagervej","34","7451","sunds","6.078","120","1.041","1.002","4","19 dag","1955"
"1.495.000 kr.","blommebakken","6","7600","struer","10.588","136","2.143","915","5","19 dag","1972"
"2.295.000 kr.","rugmarken","75","9690","fjerritslev","10.278","219","2.165","900","8","19 dag","1975"
"1.095.000 kr.","langebaek-stationsvej","16","4772","langebaek","13.059","70","2.080","3.555","2","19 dag","1850"
"1.695.000 kr.","stormgade","36","3730","nexoe","12.626","126","2.013","706","4","19 dag","1963"
"3.995.000 kr.","avedoeregaardsvej","58","2650","hvidovre","33.431","115","4.655","788","4","19 dag","1953"
"3.195.000 kr.",NA,NA,NA,NA,"19.601","163","3.126","807","5","19 dag","2023"
"895.000 kr.","hedevejen","34","9700","broenderslev","5.049","157","1.675","21.286","5","19 dag","1898"
"495.000 kr.","mejlingvej","23","9900","frederikshavn","3.402","138","1.332","800","5","19 dag","1973"
"3.695.000 kr.","drejergaardsvej","26","8600","silkeborg","20.689","175","2.941","727","6","19 dag","1998"
